disease,drug
High Blood Pressure (Hypertension),atenolol
High Blood Pressure (Hypertension),carvedilol
High Blood Pressure (Hypertension),furosemide
High Blood Pressure (Hypertension),hydrochlorothiazide
High Blood Pressure (Hypertension),lisinopril
High Blood Pressure (Hypertension),clonidine
High Blood Pressure (Hypertension),enalapril
High Blood Pressure (Hypertension),valsartan
High Cholesterol,atorvastatin
High Cholesterol,simvastatin
High Cholesterol,pravastatin
High Cholesterol,rosuvastatin
High Cholesterol,lovastatin
High Cholesterol,ezetimibe
High Cholesterol,gemfibrozil
High Cholesterol,niacin
High Cholesterol,ezetimibe
High Cholesterol,simvastatin
High Cholesterol,fenofibric acid
"High Cholesterol, Familial Heterozygous",atorvastatin
"High Cholesterol, Familial Heterozygous",pravastatin
"High Cholesterol, Familial Heterozygous",simvastatin
"High Cholesterol, Familial Heterozygous",ezetimibe
"High Cholesterol, Familial Heterozygous",rosuvastatin
"High Cholesterol, Familial Heterozygous",lovastatin
"High Cholesterol, Familial Heterozygous",ezetimibe
"High Cholesterol, Familial Heterozygous",simvastatin
"High Cholesterol, Familial Heterozygous",evolocumab
"High Cholesterol, Familial Heterozygous",alirocumab
"High Cholesterol, Familial Heterozygous",fluvastatin
"High Cholesterol, Familial Homozygous",atorvastatin
"High Cholesterol, Familial Homozygous",simvastatin
"High Cholesterol, Familial Homozygous",rosuvastatin
"High Cholesterol, Familial Homozygous",ezetimibe
"High Cholesterol, Familial Homozygous",simvastatin
"High Cholesterol, Familial Homozygous",lomitapide
"High Cholesterol, Familial Homozygous",evolocumab
High Risk Percutaneous Transluminal Angioplasty,allopurinol
High Risk Percutaneous Transluminal Angioplasty,abciximab
Fever,acetaminophen
Fever,ibuprofen
Fever,aspirin
Fever,naproxen
Hypertriglyceridemia,fenofibrate
Hypertriglyceridemia,omega-3 polyunsaturated fatty acids
Hypertriglyceridemia,fenofibric acid
Hypertriglyceridemia,icosapent
Hypertriglyceridemia,rosuvastatin
Hirsutism,spironolactone
Hirsutism,eflornithine
Hirsutism,flutamide
Hirsutism,leuprolide
Non-Hodgkin's Lymphoma,cyclophosphamide
Non-Hodgkin's Lymphoma,vincristine
Non-Hodgkin's Lymphoma,rituximab
Non-Hodgkin's Lymphoma,methotrexate
Non-Hodgkin's Lymphoma,bendamustine
Non-Hodgkin's Lymphoma,cytarabine
Non-Hodgkin's Lymphoma,fludarabine
Non-Hodgkin's Lymphoma,bleomycin
Non-Hodgkin's Lymphoma,carmustine
Non-Hodgkin's Lymphoma,idelalisib
Non-Hodgkin's Lymphoma,ibritumomab
Non-Hodgkin's Lymphoma,ibrutinib
Non-Hodgkin's Lymphoma,mitoxantrone
Histiocytosis,vinblastine
Histiocytosis,cyclophosphamide
Histiocytosis,etanercept
Histoplasmosis,itraconazole
Histoplasmosis,fluconazole
Histoplasmosis,ketoconazole
Histoplasmosis,amphotericin b lipid complex
"Histoplasmosis, Immunocompenent Host",amphotericin b
"Histoplasmosis, Meningitis",amphotericin b
HIV Infection,lamivudine
HIV Infection,efavirenz
HIV Infection,emtricitabine
HIV Infection,tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine
HIV Infection,tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
HIV Infection,lamivudine
HIV Infection,efavirenz
HIV Infection,emtricitabine
HIV Infection,tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine
HIV Infection,tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
HIV Infection,lamivudine
HIV Infection,efavirenz
HIV Infection,emtricitabine
HIV Infection,tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine
HIV Infection,tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
HIV Infection,lamivudine
HIV Infection,efavirenz
HIV Infection,emtricitabine
HIV Infection,tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine
HIV Infection,tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
HIV Infection,lamivudine
HIV Infection,efavirenz
HIV Infection,emtricitabine
HIV Infection,tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine
HIV Infection,tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
Urticaria,cetirizine
Urticaria,fexofenadine
Urticaria,loratadine
Urticaria,ranitidine
Urticaria,doxepin
Urticaria,levocetirizine
Urticaria,diphenhydramine
Urticaria,famotidine
Urticaria,promethazine
Urticaria,chlorpheniramine
Urticaria,omalizumab
Hemophagocytic Lymphohistiocytosis,emapalumab
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
Hodgkin's Lymphoma,bleomycin
Hodgkin's Lymphoma,dacarbazine
Hodgkin's Lymphoma,doxorubicin
Hodgkin's Lymphoma,vinblastine
Hodgkin's Lymphoma,etoposide
Hodgkin's Lymphoma,cyclophosphamide
Hodgkin's Lymphoma,vincristine
Hodgkin's Lymphoma,procarbazine
Hodgkin's Lymphoma,brentuximab
Hodgkin's Lymphoma,methotrexate
Hodgkin's Lymphoma,chlorambucil
Hodgkin's Lymphoma,nivolumab
Hodgkin's Lymphoma,carmustine
Hodgkin's Lymphoma,bleomycin
Hodgkin's Lymphoma,dacarbazine
Hodgkin's Lymphoma,doxorubicin
Hodgkin's Lymphoma,vinblastine
Hodgkin's Lymphoma,etoposide
Hodgkin's Lymphoma,cyclophosphamide
Hodgkin's Lymphoma,vincristine
Hodgkin's Lymphoma,procarbazine
Hodgkin's Lymphoma,brentuximab
Hodgkin's Lymphoma,methotrexate
Hodgkin's Lymphoma,chlorambucil
Hodgkin's Lymphoma,nivolumab
Hodgkin's Lymphoma,carmustine
Hodgkin's Lymphoma,bleomycin
Hodgkin's Lymphoma,dacarbazine
Hodgkin's Lymphoma,doxorubicin
Hodgkin's Lymphoma,vinblastine
Hodgkin's Lymphoma,etoposide
Hodgkin's Lymphoma,cyclophosphamide
Hodgkin's Lymphoma,vincristine
Hodgkin's Lymphoma,procarbazine
Hodgkin's Lymphoma,brentuximab
Hodgkin's Lymphoma,methotrexate
Hodgkin's Lymphoma,chlorambucil
Hodgkin's Lymphoma,nivolumab
Hodgkin's Lymphoma,carmustine
Hodgkin's Lymphoma,bleomycin
Hodgkin's Lymphoma,dacarbazine
Hodgkin's Lymphoma,doxorubicin
Hodgkin's Lymphoma,vinblastine
Hodgkin's Lymphoma,etoposide
Hodgkin's Lymphoma,cyclophosphamide
Hodgkin's Lymphoma,vincristine
Hodgkin's Lymphoma,procarbazine
Hodgkin's Lymphoma,brentuximab
Hodgkin's Lymphoma,methotrexate
Hodgkin's Lymphoma,chlorambucil
Hodgkin's Lymphoma,nivolumab
Hodgkin's Lymphoma,carmustine
"High Cholesterol, Familial Homozygous",atorvastatin
"High Cholesterol, Familial Homozygous",simvastatin
"High Cholesterol, Familial Homozygous",rosuvastatin
"High Cholesterol, Familial Homozygous",ezetimibe
"High Cholesterol, Familial Homozygous",simvastatin
"High Cholesterol, Familial Homozygous",lomitapide
"High Cholesterol, Familial Homozygous",evolocumab
"High Cholesterol, Familial Homozygous",atorvastatin
"High Cholesterol, Familial Homozygous",simvastatin
"High Cholesterol, Familial Homozygous",rosuvastatin
"High Cholesterol, Familial Homozygous",ezetimibe
"High Cholesterol, Familial Homozygous",simvastatin
"High Cholesterol, Familial Homozygous",lomitapide
"High Cholesterol, Familial Homozygous",evolocumab
Nonketotic Hyperosmolar Syndrome,insulin regular
Nonketotic Hyperosmolar Syndrome,insulin glulisine
Nonketotic Hyperosmolar Syndrome,insulin lispro
Nonketotic Hyperosmolar Syndrome,insulin aspart
Hookworm Infection (Necator or Ancylostoma),mebendazole
Hookworm Infection (Necator or Ancylostoma),albendazole
Hookworm Infection (Necator or Ancylostoma),pyrantel
Hordeolum,bacitracin
Hordeolum,polymyxin b
Hordeolum,bacitracin
Hordeolum,neomycin
Hordeolum,polymyxin b
Methicillin-Resistant Staphylococcus Aureus Infection,vancomycin
Methicillin-Resistant Staphylococcus Aureus Infection,linezolid
Methicillin-Resistant Staphylococcus Aureus Infection,daptomycin
Methicillin-Resistant Staphylococcus Aureus Infection,ofloxacin
Methicillin-Resistant Staphylococcus Aureus Infection,dalfopristin
Methicillin-Resistant Staphylococcus Aureus Infection,quinupristin
Hot Flashes,venlafaxine
Hot Flashes,gabapentin
Hot Flashes,paroxetine
Hot Flashes,fluoxetine
Hot Flashes,esterified estrogens
Hot Flashes,methyltestosterone
Hot Flashes,citalopram
Hot Flashes,megestrol
Hot Flashes,duloxetine
Hot Flashes,mirtazapine
Hot Flashes,bazedoxifene
Hot Flashes,conjugated estrogens
Hot Flashes,desvenlafaxine
Bursitis,naproxen
Bursitis,prednisone
Bursitis,indomethacin
Bursitis,dexamethasone
Bursitis,cortisone
Bursitis,triamcinolone
Bursitis,betamethasone
Bursitis,trolamine salicylate
Bursitis,sulindac
Human Papilloma Virus,imiquimod
Human Papilloma Virus,cimetidine
Human Papilloma Virus,podophyllum resin
Human Papilloma Virus,resorcinol
Human Papilloma Virus,imiquimod
Human Papilloma Virus,cimetidine
Human Papilloma Virus,podophyllum resin
Human Papilloma Virus,resorcinol
Hypoactive Sexual Desire Disorder,flibanserin
Hypoactive Sexual Desire Disorder,bremelanotide
Antiphospholipid Syndrome,warfarin
Antiphospholipid Syndrome,aspirin
Antiphospholipid Syndrome,heparin
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
HIV Infection,lamivudine
HIV Infection,efavirenz
HIV Infection,emtricitabine
HIV Infection,tenofovir
HIV Infection,ritonavir
HIV Infection,emtricitabine
HIV Infection,tenofovir
HIV Infection,tenofovir
HIV Infection,abacavir
Ehrlichiosis,doxycycline
Ehrlichiosis,tetracycline
Human Papilloma Virus,imiquimod
Human Papilloma Virus,cimetidine
Human Papilloma Virus,podophyllum resin
Human Papilloma Virus,resorcinol
Human Papilloma Virus,imiquimod
Human Papilloma Virus,cimetidine
Human Papilloma Virus,podophyllum resin
Human Papilloma Virus,resorcinol
Human Papillomavirus Prophylaxis,human papillomavirus vaccine
Ramsay Hunt Syndrome,acyclovir
Ramsay Hunt Syndrome,prednisone
Ramsay Hunt Syndrome,valacyclovir
Huntington's Disease,tetrabenazine
Huntington's Disease,baclofen
Huntington's Disease,deutetrabenazine
Huntington's Disease,tetrabenazine
Huntington's Disease,baclofen
Huntington's Disease,deutetrabenazine
Mucopolysaccharidosis Type I,laronidase
Hydatid Disease,mebendazole
Hydatid Disease,albendazole
Hydrocephalus,acetazolamide
Dwarf Tapeworm Infection (Hymenolepis nana),nitazoxanide
Dwarf Tapeworm Infection (Hymenolepis nana),praziquantel
Dwarf Tapeworm Infection (Hymenolepis nana),paromomycin
Hyperammonemia,sodium benzoate
Hyperammonemia,sodium phenylacetate
Hyperammonemia,carglumic acid
Hyperbilirubinemia,phenobarbital
Hypercalcemia,furosemide
Hypercalcemia,calcitonin
Hypercalcemia,pamidronate
Hypercalcemia of Malignancy,dexamethasone
Hypercalcemia of Malignancy,zoledronic acid
Hypercalcemia of Malignancy,prednisone
Hypercalcemia of Malignancy,cinacalcet
Hypercalcemia of Malignancy,pamidronate
Hypercalcemia of Malignancy,denosumab
Hypercalcemia of Malignancy,etidronate
High Cholesterol,atorvastatin
High Cholesterol,simvastatin
High Cholesterol,pravastatin
High Cholesterol,rosuvastatin
High Cholesterol,lovastatin
High Cholesterol,ezetimibe
High Cholesterol,gemfibrozil
High Cholesterol,niacin
High Cholesterol,ezetimibe
High Cholesterol,simvastatin
High Cholesterol,fenofibric acid
High Cholesterol,atorvastatin
High Cholesterol,simvastatin
High Cholesterol,pravastatin
High Cholesterol,rosuvastatin
High Cholesterol,lovastatin
High Cholesterol,ezetimibe
High Cholesterol,gemfibrozil
High Cholesterol,niacin
High Cholesterol,ezetimibe
High Cholesterol,simvastatin
High Cholesterol,fenofibric acid
"High Cholesterol, Familial Heterozygous",atorvastatin
"High Cholesterol, Familial Heterozygous",pravastatin
"High Cholesterol, Familial Heterozygous",simvastatin
"High Cholesterol, Familial Heterozygous",ezetimibe
"High Cholesterol, Familial Heterozygous",rosuvastatin
"High Cholesterol, Familial Heterozygous",lovastatin
"High Cholesterol, Familial Heterozygous",ezetimibe
"High Cholesterol, Familial Heterozygous",simvastatin
"High Cholesterol, Familial Heterozygous",evolocumab
"High Cholesterol, Familial Heterozygous",alirocumab
"High Cholesterol, Familial Heterozygous",fluvastatin
"High Cholesterol, Familial Homozygous",atorvastatin
"High Cholesterol, Familial Homozygous",simvastatin
"High Cholesterol, Familial Homozygous",rosuvastatin
"High Cholesterol, Familial Homozygous",ezetimibe
"High Cholesterol, Familial Homozygous",simvastatin
"High Cholesterol, Familial Homozygous",lomitapide
"High Cholesterol, Familial Homozygous",evolocumab
Hyperekplexia,diazepam
Hyperekplexia,clonazepam
Hyperekplexia,divalproex sodium
Hyperekplexia,levetiracetam
Hyperekplexia,valproic acid
Hypereosinophilic Syndrome,imatinib
Hyperekplexia,diazepam
Hyperekplexia,clonazepam
Hyperekplexia,divalproex sodium
Hyperekplexia,levetiracetam
Hyperekplexia,valproic acid
Hyperhidrosis,oxybutynin
Hyperhidrosis,aluminum chloride hexahydrate
Hyperhidrosis,clonidine
Hyperhidrosis,terazosin
Hyperhidrosis,benztropine
Hyperhidrosis,gabapentin
Hyperhidrosis,amitriptyline
Hyperhidrosis,glycopyrronium
Hyperhidrosis,onabotulinumtoxinA
Hyperhomocysteinemia,l-methylfolate
Hyperhomocysteinemia,multivitamin
Hyperhomocysteinemia,l-methylfolate
Hyperhomocysteinemia,multivitamin
Hyperimmunoglobulin D Syndrome,canakinumab
Hyperimmunoglobulin D Syndrome,canakinumab
Hyperkalemia,calcium gluconate
Hyperkalemia,sodium bicarbonate
Hyperkalemia,sodium polystyrene sulfonate
Hyperkalemia,patiromer
Hyperkalemia,insulin regular
Hyperkalemia,calcium chloride
Hyperkalemia,sodium zirconium cyclosilicate
Hyperkalemic Periodic Paralysis,dichlorphenamide
High Cholesterol,atorvastatin
High Cholesterol,simvastatin
High Cholesterol,pravastatin
High Cholesterol,rosuvastatin
High Cholesterol,lovastatin
High Cholesterol,ezetimibe
High Cholesterol,gemfibrozil
High Cholesterol,niacin
High Cholesterol,ezetimibe
High Cholesterol,simvastatin
High Cholesterol,fenofibric acid
Hyperlipoproteinemia,fenofibrate
Hyperlipoproteinemia,atorvastatin
Hyperlipoproteinemia,pravastatin
Hyperlipoproteinemia,simvastatin
Hyperlipoproteinemia,gemfibrozil
Hyperlipoproteinemia,rosuvastatin
Hyperlipoproteinemia,colestipol
Hyperlipoproteinemia,niacin
Hyperlipoproteinemia,cholestyramine
Hyperlipoproteinemia,lovastatin
Hyperlipoproteinemia,colesevelam
"Hyperlipoproteinemia Type IIa, Elevated LDL",fenofibrate
"Hyperlipoproteinemia Type IIa, Elevated LDL",atorvastatin
"Hyperlipoproteinemia Type IIa, Elevated LDL",simvastatin
"Hyperlipoproteinemia Type IIa, Elevated LDL",pravastatin
"Hyperlipoproteinemia Type IIa, Elevated LDL",rosuvastatin
"Hyperlipoproteinemia Type IIa, Elevated LDL",cholestyramine
"Hyperlipoproteinemia Type IIa, Elevated LDL",lovastatin
"Hyperlipoproteinemia Type IIa, Elevated LDL",colesevelam
"Hyperlipoproteinemia Type IIa, Elevated LDL",colestipol
"Hyperlipoproteinemia Type IIa, Elevated LDL",fluvastatin
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",fenofibrate
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",gemfibrozil
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",atorvastatin
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",simvastatin
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",rosuvastatin
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",pravastatin
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",colestipol
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",lovastatin
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",cholestyramine
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",fluvastatin
"Hyperlipoproteinemia Type III, Elevated beta-VLDL   IDL",atorvastatin
"Hyperlipoproteinemia Type III, Elevated beta-VLDL   IDL",simvastatin
"Hyperlipoproteinemia Type III, Elevated beta-VLDL   IDL",pravastatin
"Hyperlipoproteinemia Type III, Elevated beta-VLDL   IDL",rosuvastatin
"Hyperlipoproteinemia Type IV, Elevated VLDL",fenofibrate
"Hyperlipoproteinemia Type IV, Elevated VLDL",atorvastatin
"Hyperlipoproteinemia Type IV, Elevated VLDL",niacin
"Hyperlipoproteinemia Type IV, Elevated VLDL",gemfibrozil
"Hyperlipoproteinemia Type IV, Elevated VLDL",rosuvastatin
"Hyperlipoproteinemia Type IV, Elevated VLDL",simvastatin
"Hyperlipoproteinemia Type IV, Elevated VLDL",pravastatin
"Hyperlipoproteinemia Type V, Elevated Chylomicrons   VLDL",fenofibrate
"Hyperlipoproteinemia Type V, Elevated Chylomicrons   VLDL",gemfibrozil
"Hyperlipoproteinemia Type V, Elevated Chylomicrons   VLDL",niacin
"Hyperlipoproteinemia Type IIa, Elevated LDL",fenofibrate
"Hyperlipoproteinemia Type IIa, Elevated LDL",atorvastatin
"Hyperlipoproteinemia Type IIa, Elevated LDL",simvastatin
"Hyperlipoproteinemia Type IIa, Elevated LDL",pravastatin
"Hyperlipoproteinemia Type IIa, Elevated LDL",rosuvastatin
"Hyperlipoproteinemia Type IIa, Elevated LDL",cholestyramine
"Hyperlipoproteinemia Type IIa, Elevated LDL",lovastatin
"Hyperlipoproteinemia Type IIa, Elevated LDL",colesevelam
"Hyperlipoproteinemia Type IIa, Elevated LDL",colestipol
"Hyperlipoproteinemia Type IIa, Elevated LDL",fluvastatin
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",fenofibrate
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",gemfibrozil
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",atorvastatin
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",simvastatin
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",rosuvastatin
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",pravastatin
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",colestipol
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",lovastatin
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",cholestyramine
"Hyperlipoproteinemia Type IIb, Elevated LDL   VLDL",fluvastatin
"Hyperlipoproteinemia Type III, Elevated beta-VLDL   IDL",atorvastatin
"Hyperlipoproteinemia Type III, Elevated beta-VLDL   IDL",simvastatin
"Hyperlipoproteinemia Type III, Elevated beta-VLDL   IDL",pravastatin
"Hyperlipoproteinemia Type III, Elevated beta-VLDL   IDL",rosuvastatin
"Hyperlipoproteinemia Type IV, Elevated VLDL",fenofibrate
"Hyperlipoproteinemia Type IV, Elevated VLDL",atorvastatin
"Hyperlipoproteinemia Type IV, Elevated VLDL",niacin
"Hyperlipoproteinemia Type IV, Elevated VLDL",gemfibrozil
"Hyperlipoproteinemia Type IV, Elevated VLDL",rosuvastatin
"Hyperlipoproteinemia Type IV, Elevated VLDL",simvastatin
"Hyperlipoproteinemia Type IV, Elevated VLDL",pravastatin
"Hyperlipoproteinemia Type V, Elevated Chylomicrons   VLDL",fenofibrate
"Hyperlipoproteinemia Type V, Elevated Chylomicrons   VLDL",gemfibrozil
"Hyperlipoproteinemia Type V, Elevated Chylomicrons   VLDL",niacin
Hypermagnesemia,calcium gluconate
Hypermagnesemia,calcium chloride
Renal Cell Carcinoma,pazopanib
Renal Cell Carcinoma,sunitinib
Renal Cell Carcinoma,axitinib
Renal Cell Carcinoma,nivolumab
Renal Cell Carcinoma,sorafenib
Renal Cell Carcinoma,everolimus
Renal Cell Carcinoma,bevacizumab
Renal Cell Carcinoma,cabozantinib
Renal Cell Carcinoma,medroxyprogesterone
Renal Cell Carcinoma,aldesleukin
Renal Cell Carcinoma,capecitabine
Renal Cell Carcinoma,temsirolimus
Renal Cell Carcinoma,lenvatinib
Diffuse Idiopathic Skeletal Hyperostosis,ibuprofen
Diffuse Idiopathic Skeletal Hyperostosis,naproxen
Hyperparathyroidism Secondary to Renal Impairment,calcifediol
Hyperparathyroidism Secondary to Renal Impairment,etelcalcetide
Hyperphosphatemia,calcium acetate
Hyperphosphatemia,aluminum hydroxide
Hyperphosphatemia of Renal Failure,sevelamer
Hyperphosphatemia of Renal Failure,sucralfate
Hyperphosphatemia of Renal Failure,lanthanum carbonate
Hyperphosphatemia of Renal Failure,ferric citrate
Hyperphosphatemia of Renal Failure,sucroferric oxyhydroxide
Hyperphosphatemia of Renal Failure,magnesium carbonate
Hyperprolactinemia,cabergoline
Hyperprolactinemia,bromocriptine
